keydevid,companyid,keydeveventtypeid,announcedate,gvkey
1558162,33258,25,20050405,118484
1558166,884393,25,20050406,002698
1558166,8839015,25,20050406,
1558170,105448,25,20050407,132740
1558171,311454,25,20050406,011038
1558209,993394,25,20050408,
1558215,291795,25,20050408,007881
1558599,21992468,25,20050304,
1558608,266112,25,20050406,003835
1558611,416620,25,20050406,144496
1558619,20342789,25,20050406,258670
1558744,21777766,25,20050321,
1558989,21994755,25,20050308,
1559076,10495008,25,20050315,
1559097,366314,25,20050408,065399
1559097,874679,25,20050408,
1559097,6530455,25,20050408,
1559340,4205882,25,20050406,
1559354,250751,25,20050411,016663
1559354,357844,25,20050411,064303
1559354,3711634,25,20050411,
1559354,6450557,25,20050411,
1559358,472898,25,20050411,
1559362,36469,25,20050411,122447
1559364,36170,25,20050411,121819
1559390,135144,25,20050411,112040
1559549,330944,25,20050411,028984
1559577,22005641,25,20050315,
1559577,22005656,25,20050315,
1559690,8642392,25,20050411,281740
1559801,2561964,25,20050411,001905
1559801,22008664,25,20050411,
1559801,22008672,25,20050411,
1559801,22008675,25,20050411,
1559805,7655499,25,20050411,241419
1559805,22008685,25,20050411,
1559805,22008895,25,20050411,
1559805,22009032,25,20050411,
1559821,27321,25,20050411,062336
1560030,21835,25,20050411,012141
1560034,22010530,25,20050408,
1560251,286548,25,20050411,013561
1560398,3162473,25,20050411,132701
1561092,288195,25,20050406,007171
1561092,288502,25,20050406,007257
1561092,2376697,25,20050406,
1561094,4423496,25,20050407,
1561120,312648,25,20050406,011220
1561130,4523164,25,20050321,
1561134,22024202,25,20050321,
1561219,339621,25,20050412,061166
1561219,383855,25,20050412,110728
1561234,31348,25,20050408,007228
1561249,195225,25,20050412,002721
1561707,353867,25,20050412,063643
1561710,8709390,25,20050412,
1561901,687130,25,20050407,101204
1562004,256689,25,20050321,013963
1562004,314220,25,20050321,011427
1562005,6910476,25,20050406,
1562128,406782,25,20050412,111629
1562169,212904,25,20050412,122094
1562170,275442,25,20050412,005180
1562175,18749,25,20050412,064768
1562183,310078,25,20050412,010867
1562214,91800,25,20050407,062634
1562242,19463,25,20050411,
1562242,22039148,25,20050411,
1562371,313055,25,20050412,011259
1562374,3188560,25,20050412,108615
1562474,31167,25,20050412,177881
1562722,22030556,25,20050321,
1562756,874864,25,20050323,101305
1562979,31973,25,20050322,016603
1563325,46101264,25,20050413,
1563347,29374,25,20050413,012589
1563358,280420,25,20050408,006135
1563440,658776,25,20050323,002968
1563440,870889,25,20050323,024562
1563440,1151247,25,20050323,260304
1563550,21803,25,20050413,007267
1563550,249126,25,20050413,001279
1563726,22039813,25,20050407,
1563740,1007456,25,20050321,007153
1563754,128760,25,20050323,216829
1563910,774310,25,20050413,
1563910,22040457,25,20050413,
1564091,22040449,25,20050410,
1564121,22040501,25,20050410,
1564124,172207,25,20050411,002751
1564124,288195,25,20050411,007171
1564130,22040507,25,20050410,
1564269,353073,25,20050411,063052
1564346,33328,25,20050411,008762
1564363,4068970,25,20050411,
1564561,97518,25,20050411,
1564563,303591,25,20050411,009777
1564576,4180443,25,20050411,
1564579,359461,25,20050411,064542
1564579,1342647,25,20050411,
1564593,22042129,25,20050411,
1564633,4271744,25,20050413,
1564639,379316,25,20050413,063987
1564910,29614,25,20050411,012206
1564951,1022223,25,20050324,004840
1565454,35650,25,20050411,
1565454,26935352,25,20050411,
1565463,3586246,25,20050413,
1565463,3586351,25,20050413,
1565463,3586467,25,20050413,
1565463,3586600,25,20050413,
1565463,3586794,25,20050413,
1565466,21835,25,20050413,012141
1565492,31197,25,20050413,007116
1565502,27963,25,20050413,016721
1565505,275442,25,20050413,005180
1565555,294639,25,20050407,008247
1565591,364405,25,20050325,065156
1565725,4161403,25,20050408,
1566215,261037,25,20050414,003024
1566266,258823,25,20050408,013498
1566302,26698,25,20050413,
1566308,25935,25,20050414,126615
1566309,105448,25,20050414,132740
1566309,289030,25,20050414,007343
1566345,36163,25,20050413,125000
1566345,4803544,25,20050413,264387
1566350,22049556,25,20050413,
1566391,37703,25,20050412,062225
1566553,4182201,25,20050408,
1567059,285467,25,20050413,006730
1567222,177126,25,20050414,005073
1567229,283757,25,20050414,006403
1567262,300924,25,20050414,009230
1567383,223890,25,20050414,028778
1567385,3636255,25,20050413,003023
1567454,312949,25,20050414,011554
1567580,881725,25,20050414,223098
1567623,166762,25,20050412,012726
1567848,306963,25,20050325,010332
1567850,396263,25,20050412,118122
1567853,4160890,25,20050326,
1567856,6573260,25,20050321,
1567859,358336,25,20050325,003054
1567860,36623,25,20050409,144009
1567915,4212056,25,20050414,
1567939,277052,25,20050411,005460
1567951,866370,25,20050412,
1567995,22062074,25,20050412,
1568038,6479044,25,20050408,
1568476,22063017,25,20050412,
1568477,527041,25,20050412,201706
1568478,22063014,25,20050412,
1568484,399960,25,20050328,065986
1568484,438185,25,20050328,
1568484,13706153,25,20050328,
1568487,162270,25,20050411,008530
1568488,7817966,25,20050321,
1568526,124423,25,20050410,004598
1568539,31348,25,20050410,007228
1568612,283024,25,20050415,006338
1568628,105612,25,20050415,008972
1568676,874469,25,20050328,019414
1568707,527542,25,20050410,007977
1568722,22074752,25,20050412,
1568746,172899,25,20050328,002547
1568759,22199,25,20050413,
1568759,384415,25,20050413,110804
1568870,288502,25,20050413,007257
1568934,337833,25,20050414,061396
1569112,349280,25,20050415,063339
1569244,302594,25,20050323,009599
1569628,374316,25,20050413,065310
1569645,200128,25,20050415,025495
1569708,250145,25,20050408,001496
1569940,6946595,25,20050321,
1569943,93538,25,20050322,110685
1570006,22087078,25,20050415,
1570126,4641149,25,20050415,
1570547,338943,25,20050414,011124
1570667,339257,25,20050414,024689
1570718,326614,25,20050329,001932
1571094,337605,25,20050329,031448
1571124,27321,25,20050413,062336
1571169,425713,25,20050329,
1571169,873792,25,20050329,010622
1571174,274715,25,20050329,005071
1571174,283356,25,20050329,006375
1571174,739693,25,20050329,142953
1571182,285467,25,20050415,006730
1571227,603911,25,20050415,
1571251,874243,25,20050407,201229
1571258,873963,25,20050408,100712
1571297,4370169,25,20050415,
1571341,411254,25,20050415,133767
1571445,34955,25,20050415,133825
1571454,286548,25,20050415,013561
1572053,765496,25,20050331,221636
1572055,880513,25,20050418,063595
1572404,22096993,25,20050330,
1572456,26268,25,20050412,003278
1572460,93486,25,20050412,201794
1572698,7941322,25,20050416,
1572712,391687,25,20050414,003243
1572759,663743,25,20050330,
1572799,26642,25,20050418,003144
1573008,739693,25,20050418,142953
1573008,26594497,25,20050418,
1573010,303060,25,20050418,013479
1573011,9951712,25,20050418,
1573018,29978,25,20050418,136186
1573197,287950,25,20050418,007139
1573223,22098590,25,20050415,
1573517,288502,25,20050418,007257
1573686,177031,25,20050330,005047
1573686,625079,25,20050330,
1573960,290203,25,20050330,007637
1573990,94614,25,20050330,010115
1574014,406896,25,20050415,061745
1574219,32901,25,20050418,029909
1574223,3678735,25,20050418,009537
1574226,3604592,25,20050418,150751
1574288,97461,25,20050331,101317
1574292,6462932,25,20050418,
1574623,266767,25,20050419,003946
1574658,1342533,25,20050419,118554
1574669,5921173,25,20050419,
1575414,7687767,25,20050418,250078
1575575,135144,25,20050419,112040
1575635,677433,25,20050331,015645
1576241,526475,25,20050413,140033
1576356,379316,25,20050418,063987
1576396,1002301,25,20050419,
1576403,21127,25,20050419,006008
1576403,140283,25,20050419,010499
1576425,4191799,25,20050413,
1577123,36469,25,20050413,122447
1577124,249248,25,20050418,014592
1577125,21835,25,20050418,012141
1577126,22127003,25,20050331,
1577127,3474886,25,20050418,
1577171,22127042,25,20050419,
1577177,368209,25,20050420,064796
1577206,103284,25,20050420,001663
1577269,22127107,25,20050418,
1577269,22127129,25,20050418,
1577673,200128,25,20050418,025495
1578260,4164602,25,20050418,008537
1578261,26241,25,20050420,064515
1578389,322360,25,20050407,015359
1578390,190694,25,20050407,014477
1578390,309307,25,20050407,009489
1578489,630950,25,20050413,015664
1578625,410812,25,20050413,101240
1578625,413817,25,20050413,064835
1578709,124423,25,20050420,004598
1579001,320433,25,20050413,007114
1579015,873701,25,20050413,006203
1579173,305749,25,20050413,010156
1579230,35000,25,20050420,015855
1579318,35225,25,20050419,064747
1579981,299081,25,20050402,014403
1579984,4245133,25,20050402,
1579988,27762,25,20050420,024908
1580015,668787147,25,20050421,
1580112,4335481,25,20050419,
1580488,272048,25,20050421,015261
1580725,8237625,25,20050419,
1580938,29726,25,20050421,024468
1581047,272048,25,20050420,015261
1581246,29004,25,20050414,005169
1581297,7774307,25,20050421,
1581303,2117207,25,20050421,
1581340,332311,25,20050421,030463
1581589,36469,25,20050420,122447
1581590,19949,25,20050414,
1581595,34160,25,20050414,031168
1581595,36216,25,20050414,066368
1581595,139677,25,20050414,006266
1581595,262913,25,20050414,003310
1582062,24442,25,20050422,114608
1582094,918693,25,20050420,
1582096,876815,25,20050414,100102
1582103,22135834,25,20050420,
1582144,1276098,25,20050415,213144
1582154,177126,25,20050415,005073
1582167,390603,25,20050414,027517
1582676,3452554,25,20050414,
1582676,4533110,25,20050414,
1582762,31348,25,20050422,007228
1582865,391687,25,20050422,003243
1583007,878511,25,20050329,102847
1583007,5483293,25,20050329,
1583026,240653,25,20050412,100699
1583038,323930,25,20050329,014140
1583064,291795,25,20050411,007881
1583187,163878,25,20050421,
1583221,7694827,25,20050414,
1583282,22137110,25,20050414,
1583375,249248,25,20050413,014592
1583466,409510,25,20050421,128763
1583474,1408180,25,20050421,
1583491,162976,25,20050419,
1583534,410778,25,20040708,061440
1583580,955699,25,20050331,
1583649,29595,25,20050331,065749
1583668,22139713,25,20050331,
1583670,399960,25,20050406,065986
1583699,24530,25,20050414,
1583752,874262,25,20050329,024512
1583798,35235,25,20050420,163852
1584059,883357,25,20050421,204049
1584126,11354286,25,20050422,
1584137,4306153,25,20050422,
1584260,294639,25,20050329,008247
1584283,3155571,25,20050412,126769
1584378,135827,25,20050412,006127
1584854,21835,25,20050422,012141
1585053,7652982,25,20050420,232100
1585201,12298935,25,20050415,
1585299,353867,25,20050415,063643
1585429,377097,25,20050419,065343
1585472,323930,25,20050415,014140
1585652,22218830,25,20050404,
1585662,30820,25,20050415,025937
1585983,26718,25,20050422,160203
1585985,650516,25,20050422,015289
1586079,288502,25,20050422,007257
1586187,377023,25,20050425,066371
1586223,22220585,25,20050404,
1586288,159230,25,20050415,010983
1586471,1413291,25,20050425,145702
1586513,1528854,25,20050425,150677
1586513,8278130,25,20050425,
1587321,24133,25,20050406,
1587345,305647,25,20050425,010124
1587606,20703080,25,20050405,
1587625,22172852,25,20050416,
1587625,22173085,25,20050416,
1587834,25935,25,20050425,126615
1588029,250312,25,20050422,001478
1588124,22175499,25,20050425,
1588177,210392,25,20050425,062599
1588177,22175739,25,20050425,
1588202,33981,25,20050425,179986
1588460,4497438,25,20050405,203117
1588678,9588206,25,20050426,
1589440,4612403,25,20050406,
1589448,472898,25,20050422,
1589483,349280,25,20050426,063339
1590070,35644,25,20050406,061483
1590087,98446,25,20050426,
1590126,396263,25,20050425,118122
1590843,22210482,25,20050427,
1592201,4182189,25,20050407,
1592279,288502,25,20050425,007257
1592346,1560395,25,20050425,162354
1592756,5774394,25,20050425,
1592943,162270,25,20050420,008530
1593158,127881,25,20050427,007526
1593160,1348220,25,20050427,146156
1594215,311985,25,20050418,011162
1594287,404845,25,20050428,062079
1595153,330589,25,20050422,029968
1595600,22227620,25,20050425,
1595647,97518,25,20050406,
1595689,5860866,25,20050322,213610
1595725,878616,25,20050405,212648
1595870,3119210,25,20050422,
1595959,878578,25,20050415,207103
1596118,250079,25,20050422,001410
1597264,661651,25,20050419,224886
1597605,321180,25,20050404,024436
1597605,371382,25,20050404,062745
1598831,394620,25,20050426,116857
1598874,598671,25,20050426,141983
1598950,33574,25,20050426,120301
1598955,36712,25,20050426,
1599085,2202569,25,20050426,
1599122,286548,25,20050426,013561
1599167,313055,25,20050426,011259
1599277,25798,25,20050426,002403
1599296,18749,25,20050429,064768
1599542,289194,25,20050426,007435
1599543,7743731,25,20050428,
1599544,27460,25,20050426,024283
1599546,106335,25,20050407,004839
1599547,31348,25,20050426,007228
1599594,881419,25,20050407,211015
1599669,427967,25,20050429,139662
1599876,110741,25,20050428,
1599995,106772,25,20050418,017828
1600361,91868,25,20050503,104604
1600361,5478859,25,20050503,
1600566,353893,25,20050429,063518
1601225,5853674,25,20050430,147434
1601420,126511,25,20050427,007841
1601420,41351134,25,20050427,
1601461,690041,25,20050426,152670
1601782,1286582,25,20050427,
1601826,115634,25,20050427,
1601826,381997,25,20050427,061576
1602044,887101,25,20050427,
1602046,112350,25,20050427,006066
1602047,32901,25,20050427,029909
1602098,327972,25,20050427,
1602331,26322,25,20050502,023945
1602818,177126,25,20050502,005073
1602870,330325,25,20050503,029710
1602997,190489,25,20050427,010726
1603284,330325,25,20050503,029710
1603308,99097,25,20050503,
1603308,272048,25,20050503,015261
1603374,312427,25,20050427,011191
1603594,5685024,25,20050427,
1603594,20934511,25,20050427,
1603594,30826510,25,20050427,
1603756,737474,25,20050427,178800
1603872,21127,25,20050503,006008
1603872,168864,25,20050503,001161
1603973,25935,25,20050504,126615
1604282,124219,25,20050428,110039
1604555,4049457,25,20050428,
1604562,31157,25,20050428,031554
1604563,376611,25,20050428,062804
1604637,27862,25,20050428,114524
1604646,415798,25,20050408,002136
1604651,272048,25,20050428,015261
1604660,21835,25,20050428,012141
1604666,319450,25,20050428,024544
1604676,106772,25,20050428,017828
1604684,2791905,25,20050428,006042
1604928,4891901,25,20050428,
1604928,22263074,25,20050428,
1605007,19609,25,20050428,126136
1606035,399462,25,20050429,121142
1606078,406782,25,20050429,111629
1606081,36469,25,20050429,122447
1606117,759113,25,20050429,148410
1606202,254291,25,20050429,013365
1606202,1342647,25,20050429,
1606295,272048,25,20050429,015261
1606296,272048,25,20050429,015261
1606297,319450,25,20050429,024544
1606298,107534,25,20050429,010787
1606299,922818,25,20050429,261066
1606329,6499076,25,20050429,
1606342,4366511,25,20050429,
1606629,838923,25,20050429,166562
1606634,7641350,25,20050429,
1606643,678117,25,20050502,
1606643,735861,25,20050502,
1606651,3604592,25,20050502,150751
1606668,6462932,25,20050503,
1606669,4180247,25,20050503,
1606670,292268,25,20050503,007923
1606940,99097,25,20050427,
1606940,598671,25,20050427,141983
1607040,39063386,25,20050427,
1607404,734078,25,20050408,163118
1607611,22274750,25,20050504,
1607612,698640,25,20050502,100775
1607614,25716389,25,20050504,
1607619,353893,25,20050427,063518
1607933,7675730,25,20030227,006307
1607938,34141,25,20030305,007536
1607945,34141,25,20030516,007536
1607948,34141,25,20030411,007536
1607949,34141,25,20030412,007536
1607952,34141,25,20030510,007536
1607956,34141,25,20030422,007536
1607958,7675730,25,20030215,006307
1607963,34141,25,20030520,007536
1608060,7675730,25,20040512,006307
1608067,7675730,25,20040731,006307
1608085,7675730,25,20041115,006307
1608131,768440,25,20031201,004060
1608204,7675730,25,20021031,006307
1608209,7675730,25,20020919,006307
1608237,7675730,25,20020222,006307
1608247,34141,25,20020419,007536
1608256,7675730,25,20020306,006307
1608265,7675730,25,20020408,006307
1608271,406338,25,20030612,004503
1608317,288195,25,20030905,007171
1608368,11212016,25,20050504,270453
1609774,36602,25,20050503,024893
1609774,2395858,25,20050503,
1609834,7689790,25,20050503,214519
1609902,30012,25,20050419,061181
1609902,596117,25,20050419,220301
1609913,22276257,25,20050411,
1609921,7604379,25,20050411,
1609921,13338949,25,20050411,
1609921,22077949,25,20050411,
1609944,1250034,25,20050429,066106
1610166,108856,25,20050502,005606
1610166,121729,25,20050502,012053
1610180,12519865,25,20050502,
1610191,411342,25,20050502,133367
1610216,108522,25,20050502,007506
1610253,350576,25,20050502,061490
1610383,124192,25,20050503,161903
